    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
      -1.410132192,        0.33813245,       1.058367058,       3.885863779,       1.980446057,       12.18411947
      -1.388944087,      0.3330151353,       1.031391395,       3.983719512,       2.054191421,       11.58157418
      -1.315081055,      0.4752068498,       1.139288407,       3.982138963,       1.981856079,       10.97923733
      -1.392876449,      0.5929956036,       1.037497319,        3.96590365,       1.960992402,       10.37717309
      -1.394011423,      0.1727178655,       1.020575972,       3.919415663,       2.017823039,       9.775413005
      -1.342903416,      0.2789512014,       1.035892247,       4.020226696,       2.029937599,       9.174092335
      -1.429644422,      0.2583204401,       1.041668695,       3.886672142,        2.03255454,       8.573556332
       -1.37447288,      0.2873987077,        1.02945968,       4.010721918,       2.132974139,       7.974550632
      -1.289058595,      0.5261125504,       1.193904826,       4.006319422,       1.921450243,       7.378554912
      -1.375878395,      0.6805489868,       1.052534462,       3.984985641,       1.854468646,       6.788442094
      -1.413270025,      0.1765845799,       1.019691757,       3.900246311,       2.007004907,       6.209593544
      -1.366776208,      0.2448907779,       1.039658611,       4.001691727,       2.027932308,        5.65161502
      -1.456713004,      0.2325428879,       1.035229686,       3.898081519,       2.025756004,       5.130281131
      -1.393573301,      0.2194271221,       1.014033394,       3.996565611,       2.153103594,       4.669276207
      -1.277128326,      0.5871443919,       1.194511868,       4.035775847,       1.960037316,       4.286871065
       -1.37164918,      0.6736867556,       1.063432592,       3.997294951,       1.982023337,        3.99048005
      -1.375058302,      0.1965994129,       1.037805678,       3.934694632,       1.992555807,       3.775353308
      -1.358772152,      0.1785410158,       1.013569769,       4.010513444,       1.997356406,       3.627155737
      -1.388625047,      0.1485348825,       1.053358317,       3.902706438,       2.018926075,        3.56398888
      -1.385317178,      0.3395409317,       1.024345446,       3.992460649,       2.103408543,       3.612729405
      -1.346044354,      0.3412775489,       1.126654164,       3.965302448,       2.033770916,       3.558384651
      -1.375889551,      0.4651537113,       1.058949918,       4.005166092,         2.0741742,       3.597444693
      -1.399395224,      0.4010307996,        1.14617321,       3.904959339,       1.960061156,       3.442445155
      -1.454739551,      0.5141123486,       1.029507943,       3.916199693,       1.973126458,       3.488749108
      -1.346543065,      0.4555043524,       1.123375837,       3.983921802,       1.921674307,       3.342056318
      -1.425333593,      0.5217752182,       1.030410802,       3.950043956,       1.938098041,       3.235421953
      -1.435557425,      0.1907686101,       1.029805282,       3.892042977,       2.028770944,       3.508242718
      -1.342870362,      0.2654121001,       1.067250754,       4.034028576,       2.078305554,       3.518497219
      -1.426606831,      0.2312978578,       1.065424536,        3.96140226,       2.034361713,       3.450314273
      -1.382048232,      0.3432916158,       1.013727096,       3.995094046,       2.056465257,        3.40784932
       -1.35249686,      0.2233616162,       1.086842432,       3.965197721,       2.025515096,        3.45784557
      -1.385522491,       0.438339956,       1.047629295,       3.979434638,       2.114987222,       3.631763663
      -1.404374111,      0.3285115603,       1.088036059,       3.895585314,        2.04404932,       3.547892303
      -1.375475811,      0.3429672436,       1.077982789,       4.008742576,       2.107396177,       3.615073704
      -1.344673824,      0.4293011832,       1.189779245,       3.961240483,       1.974324857,       3.453748992
      -1.391731969,      0.6227847439,       1.059953479,       3.976061948,       1.956243702,       3.429936671
      -1.344626364,      0.3938050907,      0.9834783081,       3.974964582,        2.02189799,       3.571064209
      -1.352916494,      0.2213816125,       1.047086139,       4.032121898,       2.028306589,       3.551334265
      -1.493600114,      0.2410389037,       1.055666684,       3.839505002,       2.063493341,       3.567112594
      -1.426329736,       0.399845322,       1.030751742,       3.966541566,       2.154988191,       3.684035261
      -1.276265343,      0.4433927026,        1.20247722,       4.022987692,       2.006130467,        3.45257774
      -1.380981672,      0.6902347437,       1.060055681,       3.969268048,       1.816659249,       3.293918579
      -1.411384895,      0.3234836585,      0.9259297937,       3.926581125,       2.013197962,       3.592814265
      -1.334917024,      0.1999427955,       1.034566984,        4.04992631,       1.941457371,       3.444803932
        -1.5492816,      0.2528941185,      0.9982812247,       3.874258047,       2.061711281,       3.560201702
      -1.460614278,      0.2103314772,      0.9908731462,       3.943726699,       2.160838738,       3.679469895
      -1.319314239,      0.4522801637,       1.182253558,       3.986223233,        2.06186694,       3.576382009
      -1.395458904,      0.4702826879,      0.9533192219,       3.999964138,       1.940590586,       3.335176741
      -1.493149756,      0.3088369249,      0.7496681449,       3.843451137,       1.902991469,       3.353982218
      -1.786139649,     -0.0317199859,       0.267505879,       3.671616956,       1.716480085,       3.045307362
      -2.101434347,    0.006609571104,     -0.1106329724,       3.335577573,       1.656741622,       2.985550002
      -2.084661484,    -0.01687570439,     -0.2116875399,       3.257728683,       1.591992665,       2.941959639
      -2.021103101,    -0.04439134508,     -0.2269457577,       3.228548999,       1.546544307,       2.939534438
      -1.993336562,     -0.1015457072,     -0.1719078625,       3.237133611,       1.526104522,        2.95690797
      -2.006987432,     -0.1357037439,    -0.09520005902,       3.210858634,       1.576023397,       2.944042738
      -2.222788384,     -0.2491841991,    -0.03717173653,       2.945771605,       1.549591839,       2.979738934
      -2.130534815,     -0.3465953345,      0.0386882394,       3.122111973,       1.658921248,       3.171710286
      -2.161353815,     -0.2031851274,      0.4266799947,       3.218331602,       1.836306638,       3.364526803
      -1.791863745,      0.1513142692,      0.7132205288,       3.478250485,       2.016126744,       3.595144763
      -1.527864427,      0.3291774982,       1.001532644,       3.875301639,       2.179272863,       3.590178951
      -1.573237245,      0.3258873478,      0.9242150187,       3.928120649,       2.399540211,       3.769281335
      -1.312272646,      0.5085856177,       1.083498213,       4.088682023,       2.331676728,       3.869553749
       -1.17095531,      0.5298523419,         1.2502035,       4.097564308,       2.370929772,       3.743587708
      -1.330547049,      0.5160448949,       1.000805704,       4.050697307,        2.10548082,         3.4479999
      -1.501740312,      0.2020888559,      0.7609370052,       3.850754076,       1.744797721,       3.363219492
      -1.850057175,     0.04167596492,      0.1390827737,        3.69649469,       1.487795518,       3.145393797
      -2.159010395,        0.06319961,      0.1645451432,       3.203591056,       1.556466728,       3.211707617
      -2.183922925,    -0.03151486334,     0.09966935777,       3.388987628,       1.538332839,       3.307947943
       -1.65874989,      0.1687273335,      0.4558856075,       3.591925524,       1.900434405,       3.474421681
      -1.729117349,     -0.1415224862,      0.7965374277,       3.712412748,       2.036477682,       3.654196867
      -1.370323251,      0.4373770721,       1.030504081,       3.900871746,        1.88972911,       3.512515631
      -1.727873836,      0.4916017403,      0.8840081989,       3.721007428,       2.158609493,       3.698844268
      -1.154892669,      0.5599125582,       1.122930963,       4.144364109,       2.234821931,       3.589814727
      -1.525341405,      0.5684802138,       1.008971247,       3.840167289,       2.192882332,       3.702761341
      -1.109717041,      0.5598007474,        1.12573104,       4.215467639,       2.074571524,       3.628046696
      -1.262920751,      0.3991996754,       0.929040316,       4.127803348,       1.703051988,       3.304824155
      -2.277811248,   -0.007338577006,     -0.0154752679,       3.356393001,       1.616962675,       3.324481511
      -2.139392435,     -0.1098739318,     -0.2463618034,       3.441676242,       1.507460214,       3.295243569
      -2.360684769,     -0.2598682669,      -0.251366915,       3.282412396,       1.427923959,       3.298446045
      -2.299510566,     -0.3709447532,     -0.4350938106,       3.271301592,       1.206501718,       3.260290929
      -2.354047362,     -0.4519542633,    -0.03745015684,       2.658602076,       1.507779339,        3.32772673
      -2.229538865,     -0.3890215393,      0.2189947545,       3.258661509,       1.667707452,       3.376023498
      -1.776754712,    -0.04628068148,      0.6614675748,       3.525191489,       2.026843382,       3.633776969
      -1.485962703,      0.2865105774,       1.036431901,       3.912818254,       2.111351825,       3.611071658
      -1.481935476,      0.3480090193,      0.9110657008,       4.014861676,        2.35886449,       3.777715368
       -1.32150426,       0.464620156,       1.084385842,       4.055290956,        2.32958964,       3.912083997
      -1.065387119,      0.5458218461,       1.183855835,        4.23216486,       2.242143648,       3.923358231
      -1.034576846,       0.503012351,       1.159938145,       4.354679448,       2.051506447,        3.73445612
      -1.313369219,      0.4315536545,      0.9316578563,       3.945661914,       1.598279772,       3.516818364
      -1.913337688,      0.2427215962,      0.4205621925,       3.399692434,       1.573248103,       3.507807377
        -2.1133333,      0.2152069187,      0.2631020522,       3.520126798,       1.502307654,        3.50561762
      -2.159338144,      0.2379148096,      0.2634301174,       3.340764797,       1.303805024,       3.503897057
      -2.172248152,      0.2229761658,      0.2176736456,       3.096569597,       1.177924485,       3.514855383
      -1.911744538,      0.1839751035,       0.109812223,       3.167849307,      0.9376246941,       3.509468386
      -1.941407208,     0.05492069698,    -0.09292512281,       3.201313774,       1.421803386,       3.536628781
      -1.752308178,     0.05318438894,      0.1870727762,        3.48951652,       1.673336667,       3.556218309
       -2.06819825,     -0.2924453977,      0.6223574006,       3.364969583,       1.993865864,       3.695272877
      -1.468437172,      0.4348070984,      0.9690476381,       3.803528494,        1.80699114,         3.6676038
      -1.759357338,      0.5397662512,      0.8648510301,       3.655472257,       2.071637379,       3.766989963
      -1.509864168,      0.4776496823,       1.053377325,       3.746579972,       2.346828192,       3.872532934
      -1.509277954,      0.7261226312,       1.052128684,        3.81936461,       2.065928475,       3.995128727
      -1.404611426,      0.4676943877,       1.079369361,       3.947391789,        2.25324389,        4.18228989
      -1.465205386,      0.5799441478,       1.059664808,       3.826494607,       2.129462739,       4.415638995
      -1.478166026,      0.4333320105,       1.003765283,       3.873060872,       2.291663209,       8.522290101
      -1.331707037,      0.5689691253,       1.153063807,        4.02004628,       2.317865096,       12.49212841
       -1.30746523,       0.482637838,       1.206801862,        4.01163488,       1.952262291,       11.89004193
      -1.497746521,      0.3431085994,       1.008371527,       3.908988562,       1.968118015,       11.28985103
      -1.258688048,      0.2459714641,      0.7673417654,       4.130254819,       1.983374796,       10.69027161
      -1.184033124,      0.2740168534,      0.5618326583,       4.204953384,       1.992921498,       10.09150905
      -1.250954726,      0.3879580212,      0.5442103384,       4.149800001,        1.98469471,       9.493848338
      -1.438254228,      0.4454638601,      0.5508923817,       3.975667589,       1.910316396,       8.897692649
       -1.74723172,      0.3669884974,      0.4292075806,       3.644872867,       1.820125545,       8.303612091
        -1.7792695,      0.1715078991,      0.1763708173,       3.540549906,       1.749316542,       7.712384986
      -1.801959797,    -0.02974645883,  -0.0008077581616,       3.495836004,        1.71313533,       7.125037439
      -2.050577309,     -0.2461541651,     0.03716596521,       3.229896173,        1.59591438,       6.542978867
      -2.010577058,     -0.3148100107,     0.06552496316,       3.304347072,       1.716365093,       5.971753124
      -2.166031834,     -0.1352762929,      0.5306295717,       3.222936681,       1.868303293,       5.427813188
      -1.704342831,      0.2439254831,      0.7869113891,       3.552641247,       1.957487356,       4.930844954
      -1.610868003,      0.3316549715,      0.9553110167,       3.805436257,       2.138192454,       4.506473301
      -1.617398633,      0.3722951499,       1.010695718,       3.786627714,       2.386460539,       4.186592825
      -1.469071077,      0.6949011765,       1.117079269,       3.885081356,       2.214121691,        3.97224104
      -1.370897401,      0.5450294371,        1.18404141,       3.956017771,       2.285782908,       3.784125321
      -1.406627449,      0.7607194982,       1.118456327,       3.926836802,       2.250651262,       3.656722062
      -1.329024456,      0.5084530304,       1.140797509,       4.040423094,       2.194489682,       3.648673878
      -1.340159006,      0.5391043001,       1.122911977,       4.003351868,       2.234373406,       3.523225752
       -1.36331998,       0.368487195,       1.118281875,       4.023677382,       2.135930766,       3.508283273
      -1.379095196,       0.375214367,       1.073951338,        3.95041613,       2.106570763,       3.496979996
      -1.445156687,      0.3592552304,       1.114445984,       3.931865418,        2.11870642,       3.636181701
      -1.408810631,      0.3502170907,       1.043926075,       3.927288405,        2.09256095,       3.550004065
      -1.489197685,      0.3480692872,       1.090053095,       3.874132518,       2.090092225,       3.591563168
      -1.414062497,      0.4018133551,       1.142880686,       3.940949298,       2.032608006,       3.438506549
       -1.48563159,      0.5813164793,       1.091412912,       3.872383032,       2.022198656,       3.383109642
      -1.441327217,      0.2957040411,       1.022027047,       3.911681514,       2.037565125,       3.522389446
       -1.42268449,      0.3038735244,       1.081416715,       3.940400945,       2.092813467,       3.533309489
      -1.510680784,      0.2883008511,       1.026184548,       3.903572461,       2.256906949,       3.562159695
      -1.433534604,      0.4754856787,       1.080687764,       3.925125393,       2.152417977,       3.633114357
      -1.306452135,      0.5184874887,       1.145012871,       4.032026158,       2.094283799,       3.528509871
      -1.442813561,      0.6362942935,       1.072855951,       3.875401257,        1.99602775,         3.5434905
      -1.403829773,      0.4036072846,       1.031873869,       3.931608647,        1.97186995,       3.446977416
      -1.546218638,      0.4092712197,      0.9875479208,       3.766675116,        1.96770647,       3.510386153
      -1.371634558,       0.527133307,       1.073091438,       3.954940765,       1.902278479,       3.320820795
      -1.498744248,      0.5756229729,      0.9814018076,       3.821730718,       1.878871834,       3.173840914
      -1.514930855,      0.1267407075,      0.8482877925,       3.856412968,       1.981227057,       3.440179986
      -1.500321945,      0.2697427821,      0.9545670199,       3.808398229,       2.044340543,       3.492968977
      -1.528659512,      0.2642362491,      0.9561350954,       3.832984405,       2.074151492,       3.568762901
      -1.402082034,      0.3986396329,        1.03926063,       3.956166711,       2.173786949,       3.654819643
      -1.338173901,      0.4730162826,       1.163606075,       3.976051312,        1.95560658,       3.461452993
      -1.438305779,      0.7284290874,       1.016191168,        3.86595447,       1.867801773,       3.298594423
       -1.42816725,      0.2711028472,      0.9683897385,       3.929162207,       2.026475981,       3.569946206
      -1.307810806,       0.420451067,       1.069908839,       4.040461531,       1.876397531,       3.413045954
      -1.460558573,      0.2254776528,      0.8259965241,       4.004854699,       1.882517771,       3.290066765
      -1.494217092,      0.1765149121,      0.9876218022,        3.76786172,        2.03978583,       3.618565234
      -1.390563277,      0.4058279955,       1.024925676,       4.005773971,       2.076198569,       3.631068372
      -1.441425366,      0.3791812854,      0.9860098827,       3.941698932,       2.216674301,        3.68375152
      -1.386617609,      0.4989805094,       1.024220554,       3.965493459,       2.256848125,       3.806633887
      -1.249027473,        0.57117527,       1.171174465,       4.065666678,       2.249389029,       3.709765696
       -1.19767988,      0.9320446667,       1.165247964,       4.088171721,       2.061778177,       3.665003442
      -1.257832329,      0.6420673328,       1.130767008,       4.046987319,       2.097419679,       3.349841424
      -1.422396428,      0.6951429856,       1.007048488,       3.947979744,       1.975531523,       3.268912166
      -1.463000174,        0.14707142,      0.9796773654,       3.883179393,       2.198229015,       3.450134472
      -1.428209724,      0.2079020058,        1.06320621,       3.869481667,       2.052185025,       3.446768397
      -1.342923831,      0.1583230585,       1.065633401,       4.028839699,       2.213055739,       3.642330583
      -1.233276273,       0.512421647,       1.220566718,       4.101578906,       2.117368437,       3.612045324
      -1.270152602,      0.2893166204,       1.069878727,       4.132058254,       2.142213087,       3.646336621
      -1.296422745,      0.5187064008,       1.139116233,       4.031946076,       2.225900736,       3.782820899
      -1.157708047,      0.6235996619,       1.227664109,       4.182593683,       2.098866069,       3.632879681
      -1.192085942,       0.920069876,       1.160288432,       4.090090776,       1.866585633,       3.429737436
      -1.367874903,      0.3717878639,      0.9525766189,       4.002964408,       1.944970543,       3.563951399
      -1.330958744,      0.1946734808,       1.058771098,       3.999152606,       2.013258578,       3.658712605
      -1.336342013,      0.2986008803,       1.003496458,       4.008234514,       2.003046814,       3.662407791
      -1.392645774,      0.5303154338,       1.042856651,       3.961776957,       2.022735254,       3.665254153
      -1.388469209,      0.4569687305,       1.158168838,       3.965365891,       1.992700763,       3.701536075
      -1.358345819,      0.7155556593,       1.071549229,       3.986889104,       2.023932529,       3.800594168
      -1.266437174,      0.4810554708,       1.128476996,       4.080494205,        2.03244274,       3.852095663
      -1.351334813,      0.7218292191,       1.056152541,        3.91948439,       1.949005506,       3.960761771
      -1.388753871,      0.3036571877,        1.01017874,       3.970301448,       2.072150195,       4.144713985
      -1.234782122,      0.4920068473,       1.130204394,       4.101632071,       2.044706982,       4.366040481
       -1.31017647,        0.32054085,       1.041030603,       4.045115113,       2.129558214,        8.51641991
      -1.357839046,      0.5321125125,       1.065259566,        3.99429686,       2.023606703,       12.48634855
      -1.360849526,      0.4417832754,       1.146058765,       3.996928161,       2.064245681,       11.88390098
      -1.333566325,      0.4886171504,      0.9581941512,       4.037601323,       2.081129203,       11.28160622
      -1.287372338,      0.3687505069,       1.093602334,       4.024413381,       2.133842685,       10.67950567
      -1.327131637,      0.6652409695,       1.090044715,       3.969433424,       2.066047133,       10.07761822
      -1.302760342,      0.4464161123,        1.09333222,       4.032950387,       2.133460932,       9.476062168
      -1.301757766,      0.6889230313,       1.118468913,       3.997339679,       2.119498255,       8.875071471
      -1.203896188,      0.5178582778,       1.172315747,       4.113170526,       2.093807507,       8.275171313
      -1.250423267,      0.8142972753,       1.130274129,       4.037495286,       2.029611736,       7.677416436
      -1.229897088,      0.4301297025,       1.105032771,       4.107612361,       1.997066889,       7.083875576
      -1.285342346,      0.6327462837,       1.089811145,       4.007728184,       1.996978169,       6.498488696
      -1.289307032,      0.4153304887,       1.063165288,       4.019962493,       1.968933118,       5.928486123
      -1.318633887,       0.593225253,       1.056889244,        3.99387315,       1.961334213,       5.386320522
      -1.288944538,      0.4535285372,       1.121320742,       4.040572515,       1.969911489,       4.891228405
      -1.296756497,      0.7182411195,       1.066534682,       4.007292434,       1.903153248,       4.466385617
      -1.331631541,      0.2653903591,       1.023697263,       4.012494135,       1.982072567,       4.135755821
      -1.269159624,      0.4573585286,       1.081048998,       4.048316501,       1.929934448,       3.870347445
      -1.320510065,      0.2854372012,      0.9637333456,       4.090315129,        1.97082091,       3.685686128
      -1.336613927,      0.2451840576,       1.132624102,       3.971476134,       2.077288082,       3.687870954
      -1.382436266,      0.4705014046,       1.065935553,       3.999740351,       2.067773718,       3.674715075
      -1.402797098,      0.3502956692,       1.114648882,       3.889205512,       2.025622564,       3.562601453
       -1.45127694,      0.3655775232,       1.057320734,       3.931933648,       2.047362964,       3.611954302
      -1.344468226,      0.4710959344,       1.153900727,         3.9578315,       1.983288052,       3.449475613
       -1.44057981,      0.5341431811,       1.037955907,        3.93241669,       1.966750855,       3.431725887
       -1.35902353,      0.4041427712,       1.091490285,       3.966631859,       1.993854822,        3.43097856
      -1.419373385,      0.3645603197,       1.036533215,       3.951185364,       2.027987035,       3.454013748
      -1.403937163,      0.3514878087,        1.07555191,       3.898920885,       2.043567317,       3.499096587
      -1.367864766,      0.3044481675,       1.067475929,       4.008670093,       2.131709871,        3.58408677
      -1.297433653,      0.4923360252,        1.16825167,       4.004850699,       1.986712635,       3.418988928
      -1.375231149,      0.6510290108,       1.060064682,       3.983322864,       1.969143721,       3.296882455
      -1.364384403,      0.2045453032,         1.0544021,       3.970807992,       2.011502491,       3.462657142
      -1.345906157,      0.3368785419,       1.024160157,       4.012362478,       1.981022303,       3.489957633
      -1.438855163,      0.2426438129,       1.022074239,       3.874160739,       2.049130635,       3.565484792
      -1.383209802,      0.2441788614,       1.048694011,       3.996286549,         2.1012593,        3.61487545
      -1.397283365,      0.3315226663,       1.135825763,       3.908310025,       1.991048798,       3.497061963
      -1.401252431,      0.5170191796,       1.057528909,       3.973900449,       2.056018843,       3.562841126
      -1.328034721,      0.4011128111,       1.154998929,       3.981020805,       1.957187049,       3.446823421
       -1.39026659,      0.5762833879,       1.041663245,       3.974172507,        1.89904156,       3.425741358
       -1.35578161,       0.393688579,      0.9664137851,       3.965234551,       1.976798027,       3.608364122
      -1.276153184,       0.116558189,      0.8309045329,       4.121166153,         1.8772592,       3.537041709
      -1.339317216,      0.1828710183,      0.8697978157,       4.011394461,       2.058692697,        3.68638166
      -1.226964807,      0.1557234447,      0.9792080896,       4.168037488,       1.900181659,       3.566874151
      -1.514927861,      0.3113044091,      0.8832884993,       3.755052419,       2.022517418,       3.665060254
      -1.337641075,      0.1562759772,      0.8572267423,       4.061312299,       2.031681281,       3.721531718
      -1.210453901,      0.3350241284,       1.130041729,       4.072463143,       1.888810538,       3.531332491
      -1.651756868,      0.4301289183,      0.7466492479,       3.796506002,        1.95257995,       3.532869233
      -1.363313662,      0.2509209034,       1.024082294,       3.915793113,       1.997811078,        3.54855725
      -1.518448894,       0.534819763,      0.9506524589,       3.881674396,       2.107010923,       3.630614289
      -1.347099924,       0.457385484,       1.123220089,       3.932098342,       2.271133344,       3.735878197
      -1.185355766,      0.5340288255,       1.022140305,       4.190596243,        2.04451946,       3.487533294
      -1.324585359,      0.2043462647,      0.9047281256,       4.025689877,        1.76372351,       3.319241256
      -1.776920638,    -0.03240804807,      0.2945178911,       3.698980751,       1.879280273,       3.212278289
      -1.971426152,    -0.05190402647,      0.1857457185,       3.551894621,       1.597523764,       3.085427048
      -1.988820465,     -0.1904850292,      0.1947707422,       3.433025474,        1.75919611,        3.03308321
      -2.077226124,     -0.1061296877,      0.4033174537,       3.197289279,       1.918973038,       3.240020817
      -1.772243531,    -0.01957059228,      0.6334079261,        3.55666307,        1.97532057,       3.398874827
      -1.534768115,      0.1477352919,      0.8816573787,       3.810143156,       2.286036738,       3.685215024
      -1.389016119,      0.4226245033,       1.115360921,       3.947315675,       2.336057233,       3.774393438
       -1.18136433,      0.4271930764,       1.126187318,       4.171966023,       2.267818435,        3.85815289
      -1.032675445,      0.4243387462,       1.158992579,       4.354664029,       2.108034248,        3.66535821
      -1.284530101,      0.3001708553,      0.9790537779,       4.065721943,       1.811144033,       3.132459453
      -2.008163295,    -0.01759796816,      0.2370363372,       3.545092116,       1.785216301,       3.133801037
      -2.002769009,    -0.02123446665,      0.1401411417,       3.570336657,       1.747649984,       3.120925822
      -2.052262475,    0.003228345929,       0.157606565,       3.536777844,       1.661101656,       3.054604529
      -2.249984009,     0.02821137529,       0.177926833,       3.405228254,       1.507632813,       2.978669743
      -2.420636064,     0.02095451416,      0.1541942273,       3.161515318,       1.243457484,       2.952267656
      -2.142514481,    -0.04558345257,     0.04746440381,       2.964561077,       1.023092889,       2.991890166
      -1.978355525,     -0.1898431472,     -0.1961917695,       3.191597456,       1.003348415,       3.007941886
      -1.966463633,     -0.3229516463,     -0.4482098766,       3.239911954,        1.04639387,       2.966332587
      -2.118726493,     -0.4345225138,     -0.3612563729,       3.067251061,        1.19459016,       2.980500622
      -2.220170402,     -0.5210084793,     -0.2998547714,        3.03138045,        1.36370148,       3.049389794
       -2.46193498,     -0.6382964185,     0.09929906903,       2.865127691,       1.508214507,       3.149581832
      -2.099803739,     -0.1932845108,      0.3960172326,       3.202638578,        1.89850198,       3.442332895
      -1.800396189,     0.09941520822,      0.8123024506,       3.579459893,       2.169260736,       3.643400958
       -1.65824525,      0.3374362742,      0.9474299249,       3.580026867,       2.255594474,       3.608900042
      -1.581240447,      0.6236767739,       1.037983923,        3.82543185,       2.233716388,       3.688548317
      -1.322953686,      0.5747192673,       1.210139194,       4.021889159,       2.403689076,       3.731149495
      -1.355017872,      0.6634314977,       1.075870272,       3.959396063,       2.138100961,       3.582709785
      -1.348198603,      0.3207807888,      0.7645675329,         4.0692974,       1.503566055,       3.254877959
      -2.011596146,       0.260873617,      0.3838294485,       3.416086844,       1.862070696,       3.292979444
      -1.989809419,      0.1614719266,      0.1923163696,       3.493251379,       1.378808138,       3.294324953
      -1.774059994,      0.1970543114,      0.2768301464,       3.512929548,       1.794056611,       3.296237376
      -2.141439851,     -0.1496630757,       0.534105436,       3.316009867,       1.930892929,       3.503681418
      -1.590008248,      0.2616488561,       0.800744802,       3.705722542,       2.071772709,       3.597535182
      -1.566229952,      0.1048919905,       1.028274864,       3.836103101,       2.185234765,       3.604366441
      -1.685544267,      0.2270362457,       1.027005795,       3.784625221,       2.436748051,       3.661851673
      -1.479490297,      0.4643431008,       1.156012465,       3.936731518,       2.309261648,       3.768988543
      -1.273985621,      0.6280204725,       1.244223174,       4.054234629,       2.251852138,       3.663618121
      -1.444104358,      0.7042238613,       1.041227728,       3.936060442,       1.970315995,       3.558383578
      -1.611022408,      0.3998181123,      0.6036455625,        3.83117952,       1.645554685,       3.508561234
      -1.907771843,    0.005621134454,      0.5610704637,       3.441407241,       1.849340453,       3.520347988
      -1.828609784,    -0.07483065518,      0.5582350924,       3.547020543,       1.681881265,       3.549973729
      -1.919372433,     -0.1008761959,      0.6511787153,       3.350980436,       1.904122419,       3.621094087
      -1.836576273,     -0.2908496249,      0.7606307381,       3.541231489,       2.069727189,       3.731532058
       -1.72276938,    0.001267235316,      0.8783982039,       3.552222964,       2.119941639,       3.878122344
      -1.496726179,      0.2175346035,       1.039288462,       3.905225999,       2.297884534,       4.019423736
      -1.511572298,      0.3032713963,       1.075694025,       3.832942239,       2.329043083,       4.191130921
      -1.285558395,      0.4777109532,       1.076703873,       4.140154895,       2.304282178,       4.291429235
      -1.007062536,       0.591754534,        1.28870749,       4.273851899,       2.230528643,       4.306220616
      -1.028719888,      0.4572124156,       1.139191223,       4.358997115,       2.004984899,       4.285811258
       -1.37965425,      0.2639135268,      0.9491727039,        3.85048222,       2.171549966,       4.292990777
      -1.315706289,      0.2469650145,      0.8925281429,       4.110168883,       2.164782315,       4.296414523
      -1.119793186,       0.475255068,       1.167060626,       4.169526459,       2.161988712,       4.297602947
      -1.327338483,      0.2706099986,       1.051652086,       4.096530961,       2.196427931,       4.314208998
      -1.172219926,      0.4314974576,        1.14390854,       4.096779971,       2.115669007,       4.346192749
      -1.343924982,      0.1587300473,       1.051575939,       4.077877357,        2.16838113,       4.439840059
      -1.174538058,      0.4311340436,       1.211859715,       4.084107542,       2.228268024,       9.049880054
      -1.446590452,      0.2610418513,       1.054788397,       3.987494815,       2.321956404,       13.55193725
      -1.095860337,      0.4694800593,       1.175531845,       4.204574052,       2.100371226,       12.94984064
       -1.66005675,      0.2458905765,      0.7739457205,       3.581302247,       2.069782101,       12.34827576
      -2.142380477,      0.1551781898,      0.4877278291,       3.486270087,       2.052365873,       11.74686369
       -2.02629197,     0.03498399708,      0.2647620781,       3.524546853,       2.038645785,       11.14565673
      -1.908232599,     -0.1389632202,     0.04201135756,        3.60631003,       2.004219204,       10.54473837
       -1.98482852,     -0.2932441121,     0.03169745178,       3.501068113,       1.960468035,       9.944250495
      -2.043329957,     -0.2511536639,   -0.007121265889,       3.465903465,       1.882170413,       9.344421404
      -1.913682621,     -0.1491608156,      0.4192366571,        3.33622688,       2.000746998,       8.745565476
       -1.71353569,     0.05702342495,        0.82526856,       3.703644821,       2.081340629,       8.148049954
      -1.609726706,      0.3524162536,      0.9883242317,        3.62173632,       1.953425356,       7.552306639
      -1.751801032,      0.5259288889,      0.9108417005,       3.708622592,       2.180273477,        6.96012501
       -1.43246186,      0.5257719382,       1.136933294,       3.843623681,       2.391979162,       6.377284018
      -1.465921671,      0.8138874295,        1.07306243,       3.819180007,       2.053158615,       5.811993383
      -1.434602763,      0.5808888003,       1.036241287,       3.915340085,       2.267726356,       5.278267584
      -1.359952624,      0.6085287249,       1.125938782,       3.957392226,       2.270753566,       4.797201152
       -1.44100179,      0.4880101543,       1.088721985,        3.89120201,       2.173723703,        4.39339402
       -1.38968886,       0.470082542,       1.116962517,       3.992469177,       2.289635323,        4.08160083
      -1.358942033,      0.4985085481,       1.209912336,       3.948798554,        2.08764866,       3.859687075
      -1.431602779,      0.6646801816,       1.028884956,       3.940282121,       2.092386057,       3.712588172
       -1.33816616,      0.4723822661,        1.14684604,       3.998385765,       2.135930296,       3.650838125
      -1.344462982,       0.655701785,        1.08451864,       3.981016945,       2.058609237,       3.598859451
      -1.328750131,      0.4720501415,       1.107471805,       3.937636462,       2.060008223,       3.543262053
      -1.324362459,      0.7167547606,       1.068723848,        4.00782588,       1.998003645,       3.453754524
      -1.300383181,      0.4301520775,       1.138753425,       4.018977758,       1.874145461,       3.351363796
      -1.362135729,      0.6510623657,      0.9993432215,       3.990400674,       1.879828299,        3.19845529
      -1.441417713,      0.1887010298,       1.012483956,       3.871433741,       1.899116384,       3.442308143
