    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
      -1.443405532,      0.6554329882,      0.9417845067,       3.866831216,       2.609892661,       5.007900394
      -1.576278916,      0.3420489347,      0.9112075614,       3.752033031,       2.794173937,       5.140691847
      -1.378036264,      0.3485829629,      0.9777489831,       4.010922145,       2.917362828,       5.241357902
      -1.280856905,      0.5270758036,       1.127793266,       4.013325826,       3.012335288,       8.885351081
       -1.43756901,      0.7757289996,      0.9917354899,       3.859598507,       2.019075232,       12.89539818
      -1.357190437,       0.490890256,       1.069421065,       3.947429724,       2.008821309,         12.290953
      -1.328916095,      0.5122176859,      0.8937168411,       4.023612673,       1.722166113,       11.68758817
      -1.553582764,      0.1722801567,      0.7045444322,       3.796613367,       1.798808534,       11.08512467
      -1.576573076,     0.03227051033,      0.3889255564,       3.814511972,       1.663799794,       10.48350074
      -1.619686032,      0.1748134073,      0.5827682368,       3.676612521,       1.849156813,       9.882397646
      -1.434359101,     0.03634328212,      0.7712628951,       3.948351406,       1.870341639,       9.282147782
      -1.409471651,      0.3586327154,       0.913646251,       3.851917057,       1.776254529,         8.6829818
      -1.547182348,      0.2433288869,       0.730431381,       3.857372755,       1.951645639,       8.084978884
      -1.331813538,      0.3459182514,       1.035637195,       3.944882112,        2.04332986,       7.488482555
      -1.528754786,      0.6605312873,      0.9226123863,       3.807641519,       1.996266662,       6.896911029
      -1.272840331,      0.4948516706,        1.08804893,       4.033055505,       2.099644326,       6.315428326
      -1.544940964,      0.7211111613,      0.9106373969,       3.669468278,       1.972527038,       5.752918882
      -1.447317418,      0.3693178929,      0.9482112774,       3.878954028,       2.053189234,       5.224420891
      -1.332681308,      0.5773671876,       1.066980049,       4.011815125,       2.173376626,       4.752180923
      -1.349669558,      0.3662111121,       1.087715763,       3.901447543,       1.949292639,       4.358359703
      -1.484334794,      0.5885316303,      0.9680951614,       3.898239552,       2.167206066,       4.053227052
      -1.393997159,      0.3353239957,        1.12164969,       3.902973192,       2.027541833,       3.828278591
      -1.400742788,      0.5492506282,      0.9788799459,       3.977387831,       2.067380022,       3.648474331
      -1.427007753,      0.2292752675,       1.108783376,       3.880999173,       2.142027488,       3.633401528
       -1.28562321,      0.4423017773,        1.09104298,       4.075231981,       2.086424227,       3.578364972
      -1.349410719,      0.3476007127,       1.128568778,       3.960758826,       2.165474526,       3.611614598
       -1.29839696,      0.6092463926,       1.126341014,       4.070985131,       2.026076281,       3.457038962
      -1.312698217,      0.4308385996,       1.206878454,        4.01973038,       2.112482289,       3.595668041
      -1.325365436,      0.6013454376,       1.104040208,       4.042695607,       2.067271407,       3.657227084
      -1.269421458,       0.557919347,        1.16008111,       4.028722521,       2.015682154,        3.53812484
      -1.443462434,      0.6449570229,       1.023449584,       3.914372083,       2.053820282,       3.585252755
       -1.31087015,      0.5711420152,       1.142127685,       3.960414604,       1.962819733,       3.417895385
      -1.382467498,      0.6848757514,       1.014648735,       3.973463246,       1.944884813,       3.323792173
      -1.383331787,      0.3535615712,       1.085051152,       3.935311409,       2.025538765,       3.527849105
      -1.332889084,      0.5521909179,       1.035746646,       4.000262718,       1.958243531,       3.313716367
      -1.381837772,      0.2469359869,       1.008562562,       4.019911321,         1.9840531,       3.380919688
       -1.36035514,      0.3758185716,       1.091368869,       3.935784939,       2.014607486,       3.558774814
      -1.492999234,      0.3612367866,        1.05348824,        3.86648187,        2.04199971,        3.66648904
      -1.398095064,        0.37136836,       0.948451043,       3.915567023,       2.068440759,       3.719635076
      -1.255055203,      0.2663190594,       0.903052248,       4.143228108,       2.052038109,        3.72118168
       -1.18842927,      0.1198370427,       1.004985286,       4.120787202,       1.719726399,       3.010997174
      -1.742444049,      -0.138574005,      0.5371221973,       3.447496258,        1.71782031,       2.990334216
      -2.102310126,     -0.2396417176,     -0.1184177601,       3.422214012,       1.700092852,       3.000998657
      -2.041695415,      -0.244442561,     -0.2617952303,       3.452126192,        1.64997985,       2.910892704
      -2.070097426,     -0.2040552235,     -0.2712740147,       3.377852836,       1.592653774,       2.790104829
      -2.086475619,     -0.1579532607,      -0.236667427,       3.280026933,       1.510347104,       2.420293794
      -2.089950167,     -0.1956780864,     -0.1961717568,        3.06838877,       1.494586665,       2.424905389
      -2.120481556,     -0.2815897812,     -0.2617586592,       3.015071866,        1.48104186,       2.705126544
      -2.030469974,     -0.5223724863,    -0.07551085205,       3.179840524,       1.577747122,       2.920409145
      -2.244082227,     -0.3419203895,      0.3097333027,       3.080778105,       1.732691758,       3.226455845
      -1.837663853,     0.05796851526,      0.6232938691,        3.45005875,       1.985776079,       3.562637636
      -1.545018003,      0.2818549681,      0.9825088903,       3.853266748,       2.129728589,       3.553643017
      -1.642136418,      0.2681237981,      0.8292162663,       3.901282761,       2.295004453,       3.567945011
      -1.555792659,      0.4035285931,      0.9873141075,       3.762265391,       2.194209174,       3.683529644
      -1.427425848,       0.346989876,       1.039095563,       3.912145969,       2.264494422,       3.619306932
      -1.453724358,      0.6148788039,       1.121367322,       3.882854183,       2.213521756,       3.616704942
      -1.366921152,      0.4402374242,       1.102042407,       4.016842437,       2.277378614,       3.695540342
      -1.430777144,      0.5966351051,       1.134919093,       3.954864991,       2.332836687,       3.699156309
      -1.316252498,      0.5871499603,       1.238108752,       4.018513096,        2.27340112,       3.658109626
      -1.289067362,      0.8656307789,       1.161667137,       4.062730926,       2.156920578,       3.627786777
      -1.263073834,      0.6371151259,       1.200588989,       4.068674663,        2.07292803,       3.504718519
      -1.350539463,       0.664977664,       1.038731075,       3.998593643,       2.037065901,       3.385644338
       -1.40488253,      0.3284319661,       1.069757818,        3.92078735,       2.108186394,       3.589815446
      -1.300428007,      0.4901675188,       1.065477828,       4.054508639,       2.031376429,       3.359081705
       -1.31900009,      0.3244024783,       1.005548679,       4.097502097,        2.03927675,       3.441772714
       -1.36610206,      0.4298092082,       1.128911965,       3.959843481,       2.035273043,       3.561190982
      -1.547890305,      0.3867522639,       1.012143625,       3.831826708,       2.082884965,       3.682256253
      -1.458326837,      0.4146276087,         1.0274666,       3.844620887,       1.985411069,       3.507431968
      -1.593015128,      0.4575627367,       1.003529182,       3.792549211,       2.002539749,       3.584300459
      -1.436529446,       0.489650559,       1.078237526,       3.874956638,       1.927059641,       3.409849742
      -1.552081233,      0.6170700594,      0.9603246394,       3.804596139,       1.990928477,       3.397669823
      -1.472644925,      0.3780771991,       1.007019546,       3.881106801,       2.182192272,       3.537936587
      -1.402203206,       0.598138648,        1.04345619,       3.929415971,       2.195491702,       3.575346543
      -1.332950403,      0.3894248121,       1.088013922,       4.006331551,       2.246064691,        3.65638165
      -1.330560521,      0.6119632902,       1.098576416,       3.995442947,       2.323251775,        3.67867916
      -1.203177088,      0.5809747879,       1.219004004,       4.112406963,       2.216785645,       3.606165355
      -1.191648245,      0.8249997533,       1.184401673,       4.158158279,       2.127510014,       3.398497391
      -1.337902688,      0.4168194088,       1.059904865,       3.998544846,       1.990266478,       3.489500811
      -1.303826729,      0.2700989971,       1.039597978,       4.058240989,       1.977983655,       3.265518919
      -1.410578321,      0.3138107351,      0.9379790843,       4.005839286,       1.966459867,        3.32780354
      -1.424297238,       0.131070629,       1.066062423,       3.901075988,       2.088668616,       3.606565964
