"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        4291,      -6.800111214,      -4.508668676,      -5.459429479,      -1.315097123,      -9.773058174
          0,           0,        4292,      -6.800070516,      -4.508688904,       -5.45955056,      -1.315099954,      -9.773903713
          0,           0,        4293,      -6.800128969,      -4.508688058,       -5.45963256,      -1.315097818,      -9.774749165
          0,           0,        4294,      -6.800088331,      -4.508708174,      -5.459754781,      -1.315100647,      -9.775594722
          0,           0,        4295,      -6.800146613,      -4.508707215,      -5.459838008,      -1.315098516,      -9.776440191
          0,           0,        4296,      -6.800106034,      -4.508727224,      -5.459961217,      -1.315101343,      -9.777285764
          0,           0,        4297,      -6.800164144,      -4.508726156,      -5.460045507,      -1.315099214,      -9.778131249
          0,           0,        4298,      -6.800123624,      -4.508746062,      -5.460169533,      -1.315102039,      -9.778976838
          0,           0,        4299,      -6.800181561,       -4.50874489,      -5.460254707,      -1.315099913,      -9.779822337
          0,           0,        4300,      -6.800141098,      -4.508764698,      -5.460379363,      -1.315102734,      -9.780667939
          0,           0,        4301,      -6.800198863,      -4.508763427,      -5.460465232,      -1.315100611,      -9.781513451
          0,           0,        4302,      -6.800158456,      -4.508783142,      -5.460590321,      -1.315103427,      -9.782359067
          0,           0,        4303,      -6.800216048,      -4.508781777,       -5.46067668,      -1.315101305,      -9.783204592
          0,           0,        4304,      -6.800175697,      -4.508801404,      -5.460802005,      -1.315104115,      -9.784050221
          0,           0,        4305,      -6.800233116,      -4.508799951,      -5.460888653,      -1.315101994,      -9.784895757
          0,           0,        4306,       -6.80019282,      -4.508819495,      -5.461013993,      -1.315104799,      -9.785741399
          0,           0,        4307,      -6.800250065,      -4.508817959,      -5.461100699,      -1.315102677,      -9.786586946
          0,           0,        4308,      -6.800209823,      -4.508837425,      -5.461225834,      -1.315105475,      -9.787432598
          0,           0,        4309,      -6.800266896,      -4.508835811,      -5.461312385,      -1.315103352,      -9.788278156
          0,           0,        4310,      -6.800226708,      -4.508855205,      -5.461437098,      -1.315106142,      -9.789123819
          0,           0,        4311,      -6.800283608,      -4.508853518,      -5.461523275,      -1.315104018,      -9.789969387
          0,           0,        4312,      -6.800243473,      -4.508872844,      -5.461647352,      -1.315106799,       -9.79081506
          0,           0,        4313,        -6.8003002,       -4.50887109,      -5.461732939,      -1.315104672,      -9.791660636
          0,           0,        4314,      -6.800260118,      -4.508890354,      -5.461856164,      -1.315107444,      -9.792506319
          0,           0,        4315,      -6.800316673,      -4.508888537,       -5.46194095,      -1.315105314,      -9.793351904
          0,           0,        4316,      -6.800276644,      -4.508907745,      -5.462063117,      -1.315108076,      -9.794197596
          0,           0,        4317,      -6.800333027,       -4.50890587,      -5.462146891,      -1.315105942,      -9.795043189
          0,           0,        4318,      -6.800293051,      -4.508925026,      -5.462267796,      -1.315108694,      -9.795888889
          0,           0,        4319,      -6.800349263,      -4.508923099,      -5.462350363,      -1.315106555,      -9.796734489
          0,           0,        4320,      -6.800309339,      -4.508942208,      -5.462469807,      -1.315109295,      -9.797580197
          0,           0,        4321,      -6.800365381,      -4.508940233,      -5.462550972,      -1.315107151,      -9.798425805
          0,           0,        4322,      -6.800325511,        -4.5089593,      -5.462668772,       -1.31510988,       -9.79927152
          0,           0,        4323,      -6.800381382,      -4.508957282,      -5.462748352,       -1.31510773,      -9.800117134
          0,           0,        4324,      -6.800341565,       -4.50897631,      -5.462864329,      -1.315110446,      -9.800962857
          0,           0,        4325,      -6.800397268,      -4.508974253,      -5.462942153,       -1.31510829,      -9.801808477
          0,           0,        4326,      -6.800357505,      -4.508993248,      -5.463056144,      -1.315110993,      -9.802654207
          0,           0,        4327,      -6.800413039,      -4.508991156,      -5.463132051,       -1.31510883,      -9.803499832
          0,           0,        4328,      -6.800373331,       -4.50901012,      -5.463243903,       -1.31511152,      -9.804345568
          0,           0,        4329,      -6.800428699,      -4.509007998,      -5.463317749,       -1.31510935,      -9.805191199
          0,           0,        4330,      -6.800389045,      -4.509026936,      -5.463427318,      -1.315112026,      -9.806036941
          0,           0,        4331,      -6.800444247,      -4.509024786,      -5.463498973,      -1.315109849,      -9.806882577
          0,           0,        4332,      -6.800404649,        -4.5090437,      -5.463606138,      -1.315112511,      -9.807728324
          0,           0,        4333,      -6.800459687,      -4.509041525,      -5.463675483,      -1.315110327,      -9.808573964
          0,           0,        4334,      -6.800420146,      -4.509060419,      -5.463780138,      -1.315112975,      -9.809419717
          0,           0,        4335,       -6.80047502,      -4.509058222,      -5.463847071,      -1.315110783,      -9.810265362
          0,           0,        4336,      -6.800435536,      -4.509077097,      -5.463949125,      -1.315113417,      -9.811111119
          0,           0,        4337,      -6.800490249,       -4.50907488,      -5.464013566,      -1.315111217,      -9.811956768
          0,           0,        4338,      -6.800450824,       -4.50909374,      -5.464112942,      -1.315113838,       -9.81280253
          0,           0,        4339,      -6.800505376,      -4.509091505,      -5.464174825,       -1.31511163,      -9.813648182
          0,           0,        4340,      -6.800466011,      -4.509110349,      -5.464271464,      -1.315114237,      -9.814493949
          0,           0,        4341,      -6.800520404,      -4.509108098,      -5.464330736,      -1.315112021,      -9.815339605
          0,           0,        4342,      -6.800481099,      -4.509126929,      -5.464424601,      -1.315114615,      -9.816185375
          0,           0,        4343,      -6.800535335,      -4.509124662,      -5.464481231,      -1.315112391,      -9.817031035
          0,           0,        4344,      -6.800496092,      -4.509143481,      -5.464572291,      -1.315114972,      -9.817876809
          0,           0,        4345,      -6.800550172,      -4.509141199,      -5.464626268,      -1.315112741,      -9.818722471
          0,           0,        4346,      -6.800510991,      -4.509160006,      -5.464714518,      -1.315115309,       -9.81956825
          0,           0,        4347,      -6.800564917,      -4.509157709,      -5.464765837,      -1.315113071,      -9.820413915
          0,           0,        4348,      -6.800525801,      -4.509176504,      -5.464851283,      -1.315115626,      -9.821259697
          0,           0,        4349,      -6.800579574,      -4.509174193,      -5.464899961,      -1.315113382,      -9.822105366
          0,           0,        4350,      -6.800540522,      -4.509192975,      -5.464982633,      -1.315115926,      -9.822951152
          0,           0,        4351,      -6.800594144,      -4.509190649,      -5.465028705,      -1.315113675,      -9.823796823
